Time (s),EMG Signal with Noise
0.078,0.3840476573293097
0.079,-0.20840835379669162
0.08,0.3562623963997539
0.081,0.5635327117883646
0.082,0.9309100667485285
0.083,0.3573823425518182
0.084,0.287649448096322
0.085,0.3876262269465708
0.08600000000000001,0.8108719001576141
0.08700000000000001,0.6235952567421721
0.088,0.3467711761747676
0.089,0.6345845551546873
0.09,0.481536791037422
0.091,0.7147447830648698
0.092,0.18822613291800577
0.093,0.2809155802661098
0.094,0.24980050584806635
0.095,-0.07416624149550989
0.096,0.4608949027181635
0.097,0.4667818110434092
0.098,0.4142507797099234
0.099,0.3722713130473334
0.1,0.05091703553245282
0.101,0.3821403749812086
0.10200000000000001,0.4352250647799047
0.10300000000000001,0.32123235446405235
0.10400000000000001,0.5294107575463498
0.105,0.705506837608677
0.106,1.1467772884500114
0.107,0.6205384796803353
0.108,0.6246777042301734
0.109,0.49849545089976804
0.11,-0.08448773922536829
0.111,0.4534263051923425
0.112,0.4526335098569948
0.113,1.152396806677048
0.114,0.34241677178447333
0.115,0.4865215533573226
0.116,0.39128647271891576
0.117,0.0659703977672957
0.11800000000000001,0.7821351236968452
0.11900000000000001,0.6932576604988447
0.12,0.7363229483270497
0.121,0.2574539413020819
0.122,0.9792615548303718
0.123,0.16018847524146038
0.124,0.7711233018715046
0.125,1.2571366877429937
0.126,0.2979052761922169
0.127,0.41085447519831303
0.128,0.5883186710758345
0.129,0.3792274815056437
0.13,0.03381433489429583
0.131,0.4882466431346201
0.132,0.12059716522450697
0.133,0.5586515382437097
0.134,0.1258727333603478
0.135,0.8610376721625007
0.136,0.1651490735179392
0.137,0.31680571806975955
0.138,0.6786196120855879
0.139,0.09212117289692176
0.14,0.5593816057455837
0.14100000000000001,0.9129720519143473
0.14200000000000002,0.06516761664497597
0.14300000000000002,0.6235552933904749
0.14400000000000002,0.6588863563613797
0.145,0.8188384420975087
0.146,0.206711257782728
0.147,0.16577855130525515
0.148,0.6946218894230047
0.149,0.5974293737807722
0.15,0.5506761132513396
0.151,0.5465819159089705
0.152,0.20870932624363797
0.153,0.45814133853774336
0.154,0.45998056158839495
0.155,0.15058281753621539
0.156,0.9271653051311406
0.157,0.5213641005189765
0.158,0.04145101192041702
0.159,0.6211173684951523
0.16,0.1600090251648131
0.161,0.7167297063434159
0.162,0.8532779110071005
0.163,0.27876522833875406
0.164,0.8252641036202887
0.165,0.6619876181028812
0.166,0.7768155769626252
0.167,1.0819013028300963
0.168,0.41392541852521186
0.169,0.23027809102759317
0.17,0.15530963386335037
0.171,0.14311923509394436
0.17200000000000001,0.33338891154442735
0.17300000000000001,0.4332101918217117
0.17400000000000002,0.39607121352808206
0.17500000000000002,0.5526634718982809
0.176,0.3095784083692951
0.177,0.752153723033618
0.178,0.254968640867675
0.179,1.1743802013229023
0.18,0.5729568257173963
0.181,0.15497568801833406
0.182,0.11463646617896578
0.183,0.5986139967225412
0.184,0.39682337471084705
0.185,0.6786844619383333
0.186,0.5972314514455324
0.187,0.41482086424507547
0.188,0.15606539470815067
0.189,-0.07672581506186213
0.19,0.208319067344238
0.191,0.563684342920059
0.192,0.3384555317269393
0.193,-0.1263304551746129
0.194,0.28037660691056127
0.195,0.3343072087929959
0.196,-0.046417201844504874
0.197,0.2741456388913311
0.198,0.26264923915185534
0.199,-0.07484029725792211
0.2,0.401228834250722
0.201,0.4879234090590994
0.202,0.6673283727452086
0.203,0.6754801232920596
0.20400000000000001,-0.044997985390477224
0.20500000000000002,0.08656588551496142
0.20600000000000002,0.5122035467727608
0.20700000000000002,0.4922572516019099
0.20800000000000002,0.46510443193894097
0.209,1.4330848174080568
0.21,0.41214399025880777
0.211,0.545119958699351
0.212,0.45721193412945704
0.213,0.33870728399926125
0.214,0.02887145830384756
0.215,0.3405804119305167
0.216,-0.11976542549414482
0.217,0.049505936397333916
0.218,-0.008700756159377078
0.219,0.18355009013930296
0.22,0.8784598463443921
0.221,-0.3510719189834036
0.222,0.4369780439288605
0.223,-0.23650328965790773
0.224,0.1139978967962901
0.225,0.5811936762776836
0.226,0.26291044814667164
0.227,-0.0999121027063092
0.228,-0.019336619790080972
0.229,0.3652017772628455
0.23,-0.09476504593271436
0.231,0.1522853759489591
0.232,0.06702840721658757
0.233,-0.17037824875821242
0.234,0.6479325654252859
0.23500000000000001,0.18386636398826567
0.23600000000000002,-0.6151368981391594
0.23700000000000002,0.05635317759077556
0.23800000000000002,-0.1822016700993845
0.23900000000000002,0.29372344634369235
0.24,-0.17508960474765822
0.241,0.052908959434165875
0.242,0.260455566348992
0.243,0.3845538559639029
0.244,-0.22731986772325086
0.245,0.031044889012372276
0.246,-0.02225578262888643
0.247,-0.09625197899965127
0.248,0.6009798450352455
0.249,0.15867923266745795
0.25,-0.37826518630051353
0.251,0.23817386473726157
0.252,0.5653032861528735
0.253,0.2099927873928818
0.254,-0.5760388005056043
0.255,-0.2766654816245321
0.256,0.24730429036250495
0.257,-0.33712813739850045
0.258,0.02418644578901387
0.259,0.14506032415456566
0.26,-0.3407457582555767
0.261,-0.05585105272336385
0.262,-0.9887144713518523
0.263,-0.30773317556023344
0.264,-0.06817632327607044
0.265,-0.36802561188231725
0.266,0.48497405255180226
0.267,-0.4541442689117224
0.268,-0.18537020125453874
0.269,-0.048125625888540795
0.27,0.3080370431374064
0.271,-0.592081097936276
0.272,0.15369463265857708
0.273,-0.22034141236660754
0.274,-0.5380790377324182
0.275,-0.11587745490849267
0.276,-0.195859547861079
0.277,-0.42737653484662624
0.278,-0.2101593613194997
0.279,-0.32470171785264745
0.28,-0.15000707276696368
0.281,0.03965135403290932
0.28200000000000003,0.33889673665425274
0.28300000000000003,-0.49189616806739045
0.28400000000000003,0.5278278735297531
0.28500000000000003,-0.6985159856392869
0.28600000000000003,-0.1689877602066264
0.28700000000000003,0.03320525333785097
0.28800000000000003,-0.08671384476098785
0.289,-0.3912601225913493
0.29,-0.30331351215804003
0.291,-0.42516565060928907
0.292,-0.4873995531303901
0.293,-0.08324083722193985
0.294,-0.25058832082064864
0.295,-0.5757862760676944
0.296,-0.09842286236667473
0.297,-0.2671496514186058
0.298,-0.09855436414093732
0.299,-0.13079939857154457
0.3,-0.5425911294228578
0.301,-0.4361051041503562
0.302,-0.02099854208107728
0.303,-0.04491702747763317
0.304,-0.2250105072050793
0.305,-0.18351377988171025
0.306,0.15487713958132088
0.307,-0.4248625950897324
0.308,-0.1100981941368673
0.309,-0.36742250035318613
0.31,-0.4075779139325111
0.311,-0.04809529674773961
0.312,-0.1624786054322626
0.313,-0.19261664724194577
0.314,-0.06361652192717011
0.315,-0.458183161220878
0.316,-0.25927631892011305
0.317,-0.5469522991276223
0.318,-0.3386543098507661
0.319,-0.45116587125352337
0.32,-0.35615783189007966
0.321,-0.17978234371494325
0.322,-0.5798318958091038
0.323,0.31162268281921524
0.324,-0.6074830552558335
0.325,-0.6687650810237934
0.326,0.03436928832094348
0.327,-0.09336579118783878
0.328,-0.16928347925301337
0.329,-0.19935866780429334
0.33,-0.425837994605082
0.331,-0.7255752517805903
0.332,-0.46480048586795564
0.333,-0.7160119214875461
0.334,-0.23766160893895294
0.335,-0.5822705544725734
0.336,-0.7839004238847451
0.337,-0.6213856763401643
0.338,-0.3818198010221908
0.339,-0.6497216910618726
0.34,-0.699079644902939
0.341,-0.3510451224574288
0.342,-0.32535208974859403
0.343,-0.5312971768567788
0.34400000000000003,-0.5087444434732101
0.34500000000000003,-0.2952732617368349
0.34600000000000003,-0.8064841220479884
0.34700000000000003,-0.8107043617024099
0.34800000000000003,-0.6282500090929173
0.34900000000000003,-0.5066815985734321
0.35000000000000003,-0.382255988468176
0.35100000000000003,-0.06572710672595147
0.352,-0.28074153277732905
0.353,-0.6098970942195656
0.354,-0.5835013334169589
0.355,-0.8850503899556582
0.356,-0.5864754588845698
0.357,-0.6547627275068254
0.358,-0.45059701891191783
0.359,-0.7689985086953157
0.36,-0.33533967109199314
0.361,-0.001558793926334949
0.362,-0.46719249141174396
0.363,-0.2929106563017797
0.364,-0.1930818637054763
0.365,-0.5164234922229897
0.366,-0.33447225908736344
0.367,-0.41279608881861635
0.368,-0.409985449777689
0.369,-0.6995806858494519
0.37,-0.49166031193645293
0.371,-0.38087069036686866
0.372,-0.12308017921102973
0.373,-0.2929625462535831
0.374,0.050888563522043184
0.375,-0.8302042688664149
0.376,-0.33336998271522017
0.377,-0.5257411923576395
0.378,0.0985176184157596
0.379,-0.7727596633470488
0.38,-0.7509299168683684
0.381,-0.6474955443260185
0.382,-1.0764569966352804
0.383,-0.5743003155573831
0.384,-0.6294398020965979
0.385,-0.35093921471437656
0.386,-0.29759826848566234
0.387,0.14942707883330353
0.388,-0.14943729541887177
0.389,-0.6344515645258293
0.39,-0.7606680267688524
0.391,-0.37325347417766724
0.392,-0.9434825491195376
0.393,-0.018727506074477984
0.394,-0.22708948187046674
0.395,-0.725044276195727
0.396,-1.0917368297734154
0.397,-0.15575382298091367
0.398,-0.5724013733137202
0.399,-0.1369890782187771
0.4,-0.953856555785886
0.401,-0.6224599599460082
0.402,-0.41114363280172894
0.403,-0.3743710512600188
0.404,-0.5070784610425636
0.405,-0.178033263239876
0.406,-0.687719080602492
0.40700000000000003,-0.4219280697518288
0.40800000000000003,-0.36275337156764254
0.40900000000000003,-0.26981963568737805
0.41000000000000003,-0.23892906280634407
0.41100000000000003,-0.8179969527720409
0.41200000000000003,-0.9659334885255672
0.41300000000000003,-0.1416668772747144
0.41400000000000003,-0.436557061253115
0.41500000000000004,-0.7626993009888977
0.41600000000000004,-0.06485193630752044
0.417,-0.4781610177460559
0.418,-0.13375269810692558
0.419,-0.43614339591180956
0.42,0.19606041471358857
0.421,0.13873993214938404
0.422,-0.4312086689123808
0.423,-0.03939331409041287
0.424,-0.11945118885353218
0.425,0.10608097007223075
0.426,-0.5951548789799538
0.427,-0.11027806188689115
0.428,-0.01683834478418484
0.429,-0.8859512972729519
0.43,-0.7402341751876265
0.431,-1.0238926082712496
0.432,-0.5167262659306663
0.433,-0.23860959541079793
0.434,-0.01315509467979395
0.435,-0.44225587958477325
0.436,0.03332449959791875
0.437,-0.8506999755066054
0.438,-0.9211182419352181
0.439,-0.39439266201288375
0.44,-0.2270539182825514
0.441,-0.3165731290512459
0.442,-0.8944600384998405
0.443,-0.27412719029281996
0.444,-0.6197631793066622
0.445,-0.01781023022533325
0.446,-0.10876055518677999
0.447,-0.5099920430058795
0.448,-0.3993466988190631
0.449,-0.5858148486579512
0.45,-0.31269635532818796
0.451,-0.03314535499825842
0.452,-0.6381308136932887
0.453,-0.2081255530262364
0.454,-0.5273801105083822
0.455,-0.6057752471682013
0.456,-0.3898020745965301
0.457,-0.6486941630540606
0.458,-0.4766849176512814
0.459,-0.6366287379882951
0.46,0.3485407028240607
0.461,-0.19387120105365258
0.462,-0.38092905747927064
0.463,-0.07909593538725423
0.464,-0.15715064660320002
0.465,-0.17918052564250303
0.466,0.0721678711459008
0.467,0.10670079459485404
0.468,-0.2960586524725123
0.46900000000000003,-0.3317333205168115
0.47000000000000003,-0.2665777854878326
0.47100000000000003,-0.8996839882147974
0.47200000000000003,-0.6856573054760721
0.47300000000000003,0.16275080853436807
0.47400000000000003,0.23791285751726482
0.47500000000000003,-0.3292193090543873
0.47600000000000003,-0.07065935350130248
0.47700000000000004,-0.13003628430942182
0.47800000000000004,0.728409749548663
0.47900000000000004,0.1745500208479305
0.48,-0.16272022102665823
0.481,-0.37400993125449733
0.482,-0.5352907513227154
0.483,0.03593723523663334
0.484,-0.2316545622129792
0.485,-0.4203667701721646
0.486,-0.18637774313088074
0.487,-0.32488128424426543
0.488,0.4898082211906372
0.489,0.226498481180011
0.49,-0.06505840917713873
0.491,0.3566533497927721
0.492,-0.08574889036056832
0.493,-0.38321255811134564
0.494,0.3241681687874157
0.495,0.03027775334074098
0.496,-0.4314016570173376
0.497,-0.15684839419754418
0.498,-0.3340290489663436
0.499,-0.45202463866847076
0.5,0.2778532642594924
0.501,0.610009711520209
0.502,-0.34822669919482596
0.503,0.2686375617796329
0.504,-0.07496496001714759
0.505,-0.014742355364752435
0.506,-0.04494912287817965
0.507,-0.1343699331910786
0.508,0.12351587103830147
0.509,-0.1619551430490761
0.51,0.14380366451610468
0.511,0.022922013070082632
0.512,-0.05535014472879112
0.513,-0.27185221545253274
0.514,-0.18062552131237733
0.515,0.22030802504058886
0.516,0.15502449491500225
0.517,-0.26816471791603186
0.518,0.08315654687421137
0.519,0.31276393608590625
0.52,-0.3764766407539833
0.521,0.32433051029642346
0.522,-0.0035326346958429733
0.523,0.39459093125043077
0.524,0.014648695455278096
0.525,-0.28695613301188205
0.526,-0.23268527483182933
0.527,0.26173695569740235
0.528,0.30901673733294865
0.529,-0.06218734873720329
0.53,0.3756400139755516
0.531,-0.33946817035728316
0.532,0.11708436859515914
0.533,-0.24275334150940153
0.534,-0.08346869347352126
0.535,0.12710924717746053
0.536,-0.1346717778892344
0.537,0.027923245338575237
0.538,0.4728992478458297
0.539,0.03138270578822695
0.54,0.4915844706704018
0.541,-0.06164668618564448
0.542,0.46953137942171386
0.543,0.7705920525256185
0.544,-0.3838003834280229
0.545,0.1288448208483553
0.546,0.5414244631508112
0.547,0.2984258918686903
0.548,0.45375676180401836
0.549,0.138492495133881
0.55,0.3198695623881064
0.551,0.22134762147363918
0.552,0.595521242115997
0.553,0.30435436009803496
0.554,0.3200208276383952
0.555,0.09514890503760474
0.556,0.08214046193345931
0.557,0.11762372209309914
0.558,0.39256305120136925
0.559,0.18046936037693936
0.56,0.4292060100332707
0.561,1.0003485919375297
0.562,0.6714409211581817
0.5630000000000001,0.3388624783917859
0.5640000000000001,0.8156243407226533
0.5650000000000001,0.3420617018042405
0.5660000000000001,-0.14757515024475462
0.5670000000000001,0.15144637887436369
0.5680000000000001,-0.1253333607104578
0.5690000000000001,0.3066689097308242
0.5700000000000001,0.3907821351447591
0.5710000000000001,0.8612606450285993
0.5720000000000001,0.4324439029683099
0.5730000000000001,0.2503633412437621
0.5740000000000001,0.5544995151609693
0.5750000000000001,-0.3588320955148916
0.5760000000000001,0.3837483411616473
0.577,0.5621241575428076
0.578,-0.08705644936529394
0.579,0.7309885335456532
0.58,0.5237128849993316
0.581,0.331812566164599
0.582,0.6773764131579567
0.583,1.1940712653752306
0.584,0.5847574054818258
0.585,0.6126195159120323
0.586,0.3984429949849191
0.587,0.2700166130048294
0.588,0.7547999822681538
0.589,0.22377917744801978
0.59,0.4738833973988284
0.591,0.28085405187546747
0.592,0.5425360088051294
0.593,0.47931285583152583
0.594,0.6786949350650833
0.595,0.21188332328770143
0.596,0.29109633901077914
0.597,0.09483611465474921
0.598,0.2794287646943517
0.599,0.5558376009733321
0.6,0.702624843141183
0.601,0.2316843745575281
0.602,0.7989211957696318
0.603,0.9686068928720228
0.604,0.701826942013262
0.605,1.1473303243317354
0.606,0.3487847583557808
0.607,0.19476872483735796
0.608,0.013796512342061064
0.609,0.9696425190763724
0.61,0.6874533222705621
0.611,0.444705066553973
0.612,0.5185550347706327
0.613,0.07577745874195
0.614,1.133850655103858
0.615,0.43482370524980707
0.616,0.43451844201195683
0.617,0.6343037962227625
0.618,0.5835910488633536
0.619,0.5348429579765513
0.62,0.26187102758054365
0.621,0.6717106848813024
0.622,1.123030610492051
0.623,0.9843698079256383
0.624,1.0730221617232425
0.625,0.4466352970706444
0.626,0.29818472765384935
0.627,0.5430077180492497
0.628,0.5751407352361504
0.629,0.8585276332817866
0.63,-0.00872602470031027
0.631,0.9265428465309972
0.632,0.39188590976864157
0.633,0.28850948806892956
0.634,0.0980686910524382
0.635,-0.10039965090249195
0.636,0.647076236407385
0.637,0.43541956308798346
0.638,0.04757617695237193
0.639,0.07285683620802365
0.64,0.3904082155773051
0.641,1.0215356832164368
0.642,0.4695351816042622
0.643,0.11722224989535225
0.644,0.5071985988610692
0.645,0.5024745096400145
0.646,-0.2312695218363191
0.647,0.545627075275193
0.648,0.4687590606753315
0.649,0.7171958812548422
0.65,1.0302150866311794
0.651,0.7806169619242047
0.652,0.33205013555073476
0.653,0.0565074567669413
0.654,1.1440667605737482
0.655,0.38265377314847226
0.656,0.371611739361598
0.657,0.37197669811243994
0.658,0.45826748931156974
0.659,0.38084316232782145
0.66,0.28031492416893855
0.661,0.316546642848564
0.662,0.4958732562400796
0.663,0.36194249250413857
0.664,0.322397530043843
0.665,0.5700824083295007
0.666,0.45370436373802137
0.667,0.9640613046087173
0.668,-0.30774908919183114
0.669,0.7838509959115789
0.67,0.7959895205002946
0.671,-0.2341547491388694
0.672,0.2537131461445527
0.673,0.21943233957798125
0.674,-0.10918953468627061
0.675,0.07116349091021128
0.676,-0.027494912833825005
0.677,0.8417746329135106
0.678,0.6150692087833004
0.679,0.7397959798442664
0.68,0.6017582406008654
0.681,0.07340742357805197
0.682,0.27854813571336806
0.683,0.6006846405179627
0.684,0.09722386764101924
0.685,0.6783838427624219
0.686,0.3831625446260278
0.687,0.32422329577725595
0.6880000000000001,0.6233915005897176
0.6890000000000001,0.511007345789708
0.6900000000000001,0.23398370321861786
0.6910000000000001,0.654563645632291
0.6920000000000001,-0.05009158979209312
0.6930000000000001,0.43217186052226175
0.6940000000000001,0.40635270654572064
0.6950000000000001,0.12584806308014773
0.6960000000000001,0.31657993568847087
0.6970000000000001,-0.14730596580791733
0.6980000000000001,0.5223947293801259
0.6990000000000001,0.21258015115837012
0.7000000000000001,0.13707571999052606
0.7010000000000001,0.6343908188996977
0.7020000000000001,0.1311098926297991
0.7030000000000001,-0.06319888122747763
0.704,-0.09868592706052083
0.705,0.5497163828931905
0.706,-0.026435839138720982
0.707,0.8645597209235585
0.708,-0.3139886963179883
0.709,0.7862022806986534
0.71,0.30418207721164336
0.711,0.17543633308405485
0.712,0.007535679038813914
0.713,0.26303074291314377
0.714,0.11216182096849746
0.715,0.44388021038749337
0.716,0.14635043346573828
0.717,0.16564204685790043
0.718,0.027824644525196264
0.719,0.14190416120708638
0.72,0.2764028070099559
0.721,-0.30394287900286643
0.722,-0.17335563981520857
0.723,0.4702906999058018
0.724,0.3068370879715033
0.725,0.19931349628167017
0.726,0.24915662233765132
0.727,0.32768584228098485
0.728,0.033326588895101525
0.729,-0.07216896503824988
0.73,0.18309852011173133
0.731,-0.20616403421014176
0.732,0.17583268195978638
0.733,-0.48567322574781885
0.734,0.31349602982538183
0.735,0.13546990201677578
0.736,0.06921479815228512
0.737,0.29522417834360204
0.738,0.5159766026699036
0.739,0.3423044654102647
0.74,-0.4895956526173418
0.741,-0.296543198146476
0.742,-0.07848619065384818
0.743,0.13265461277611595
0.744,0.28806676053421926
0.745,-0.086327884181383
0.746,0.17625784006252376
0.747,-0.1268680889335346
0.748,-0.11211176794666912
0.749,-0.3848136096752958
0.75,-0.2769699738332698
0.751,-0.44269010106407086
0.752,-0.36410554884411506
0.753,0.2163457482098899
0.754,-0.40504747736898294
0.755,0.658319359686561
0.756,0.015226315870784823
0.757,-0.06937646060440313
0.758,-0.36646671670921893
0.759,0.12276307194846359
0.76,-0.23535796465348324
0.761,-0.0013905015112165367
0.762,0.7516910921495082
0.763,-0.029234853077342318
0.764,0.35237612002758073
0.765,-0.20464358483062872
0.766,-0.015245885776776921
0.767,0.50613833516712
0.768,-0.24144697258177494
0.769,0.4563867683247108
0.77,0.0879806370542158
0.771,-0.3300624853507241
0.772,-0.00553217127125355
0.773,0.06835500421553559
0.774,-0.057083453752874144
0.775,-0.7255759131546105
0.776,-0.47371860928058085
0.777,-0.3215670623644382
0.778,-0.2534300155465186
0.779,-0.022906009528917127
0.78,-0.13075197606236133
0.781,-0.5595911559364364
0.782,-0.02284895288756346
0.783,0.06262420516581033
0.784,0.05585499551218595
0.785,0.2113445718838499
0.786,0.12672441466871948
0.787,-0.0055358848389913395
0.788,-0.19206111851909285
0.789,-0.7027385466999699
0.79,-0.11199137131108212
0.791,-0.2149590640627086
0.792,-0.22911647488851625
0.793,-0.7211460390743418
0.794,-0.6820099287326424
0.795,-0.05196754148962719
0.796,-0.3801693711536464
0.797,-0.15488929846979985
0.798,-0.3339174869534857
0.799,-0.31076120929990486
0.8,-0.012407484353435218
0.801,-0.4228642105564765
0.802,-0.2163503905357585
0.803,-0.3667106937191849
0.804,-0.3490888972455287
0.805,-0.3114636319149371
0.806,-0.16178219766509394
0.807,-0.3910157649380275
0.808,0.10249942918417718
0.809,-0.5751468952888705
0.81,-0.39833504621275306
0.811,-0.509647669826152
0.812,0.0239898551774467
0.8130000000000001,-0.3777031050886667
0.8140000000000001,-0.14570680223287924
0.8150000000000001,-0.9101524256217975
0.8160000000000001,-0.383747130547824
0.8170000000000001,-0.18698303346255463
0.8180000000000001,-0.41121901881467243
0.8190000000000001,-0.09247884242361003
0.8200000000000001,-0.5404431564180038
0.8210000000000001,0.0644747807096579
0.8220000000000001,0.3553037462467129
0.8230000000000001,-0.4249450680183184
0.8240000000000001,-0.43932859722615364
0.8250000000000001,0.13150684594783657
0.8260000000000001,0.16080766999013663
0.8270000000000001,-0.48772260752269914
0.8280000000000001,-0.4825754694974196
0.8290000000000001,-0.47239770324173086
0.8300000000000001,-0.8254991160612923
0.8310000000000001,-0.7319945242801004
0.8320000000000001,-0.7887840833516978
0.833,-0.7432026775651492
0.834,-0.5406029951803113
0.835,-0.4678889202609752
0.836,-0.07110111700276896
0.837,-0.8244761360659049
0.838,-0.21040251776190594
0.839,-0.5448009784883312
0.84,-0.4672526391287389
0.841,-0.2217054382550226
0.842,-0.7356586675499024
0.843,-0.26449130039022706
0.844,-0.3174972893237962
0.845,-0.21715286374168097
0.846,-0.2853082264264446
0.847,0.3481248125838275
0.848,-0.6040387379925811
0.849,-0.601946539560423
0.85,-0.6624704160750055
0.851,-0.6749771075588906
0.852,-0.729255557929888
0.853,-0.2052105758982728
0.854,-0.151645196649196
0.855,-0.7555154686891583
0.856,-0.8306281900181218
0.857,-0.42674046891486095
0.858,-0.7130795002976348
0.859,-0.3309496803029655
0.86,-0.4302667191089561
0.861,-0.9161037023262804
0.862,0.029687113524332988
0.863,0.1253391289971944
0.864,-0.5839616683641263
0.865,-0.512367818638034
0.866,-0.3159403864130179
0.867,-0.31623677205704825
0.868,-0.24172499754048948
0.869,0.13538361093709422
0.87,-0.5520975324623535
0.871,-0.7697593511020413
0.872,-0.9722190299539004
0.873,-0.80002280606172
0.874,-0.6050042655935619
0.875,-0.06163264094466364
0.876,-0.7503495634422745
0.877,-0.5136074085874753
0.878,-0.5633501303713687
0.879,-0.17375219570607547
0.88,0.25906636354795237
0.881,-0.626938382568908
0.882,-0.5861201120978061
0.883,-0.10332554593243481
0.884,-0.1971325567425946
0.885,0.1579548470635711
0.886,-0.22494660562102098
0.887,-0.5212118001675794
0.888,-0.2573679976669965
0.889,-0.12876939365223758
0.89,-0.2449989710051358
0.891,-0.36864701629742846
0.892,-0.22741018013659645
0.893,-0.21737645869708316
0.894,-0.16627382077559483
0.895,-0.38967861428742284
0.896,-0.6279318951412091
0.897,-0.517901429300539
0.898,-0.17608672978542667
0.899,-0.7534146731069863
0.9,-0.3649262654857069
0.901,-0.560649096758087
0.902,-0.4040932958367375
0.903,-0.00492967060725194
0.904,-0.31472909919281955
0.905,-0.35095727849728114
0.906,-0.7753897940816903
0.907,-0.1553381544372756
0.908,-0.20519680673888957
0.909,0.22482513108663513
0.91,-0.5447469967189084
0.911,-0.41485922692150135
0.912,-0.4308841321916537
0.913,-0.0517339399152249
0.914,-0.5648399245630775
0.915,-0.4544468822908299
0.916,-0.3478285760493158
0.917,-0.45688067108700414
0.918,-0.621471937691232
0.919,-0.3981719424653495
0.92,-0.10007443779307282
0.921,-0.6958169104068922
0.922,-0.3166285221245957
0.923,-0.5409008438584716
0.924,0.04545001494837736
0.925,-0.7614645686226064
0.926,-0.4733543949873997
0.927,-0.20292993736706688
0.928,0.13529151793124108
0.929,-0.37805452966791653
0.93,-0.551816479395856
0.931,0.1522241658889575
0.932,-0.8703083857221723
0.933,-1.1135140591356127
0.934,-0.3318578752926037
0.935,-0.6151005810164889
0.936,-0.7616300092126826
0.937,-0.2241626038523284
0.9380000000000001,-0.33696329599730945
0.9390000000000001,-0.5469519415649133
0.9400000000000001,-0.7263648725656116
0.9410000000000001,-0.04502750613897454
0.9420000000000001,-0.07916705510027666
0.9430000000000001,-0.2771439375727967
0.9440000000000001,0.3255687696590938
0.9450000000000001,-0.5397374247721907
0.9460000000000001,-0.6763975802932576
0.9470000000000001,-0.43560052807204785
0.9480000000000001,-0.25886242852470615
0.9490000000000001,-0.19504895729445804
0.9500000000000001,-0.36626344350313556
0.9510000000000001,-0.21407143219434338
0.9520000000000001,-0.7178748270497615
0.9530000000000001,0.07378987354038831
0.9540000000000001,-0.3929481785144207
0.9550000000000001,-0.032724648013059535
0.9560000000000001,-0.2548753626968507
0.9570000000000001,-0.20109550058211073
0.9580000000000001,-0.13965994197746526
0.9590000000000001,-0.14295280220644613
0.96,-0.04806000909059611
0.961,0.1942954923945555
0.962,-0.11205505417105896
0.963,0.06941121866903198
0.964,-0.1503729399821196
0.965,0.3191455188523048
0.966,-0.31499982948490696
0.967,0.41973061145390655
0.968,-0.1489556933826573
0.969,-0.5882203789588198
0.97,-0.14563095186910002
0.971,-0.41342313603658687
0.972,0.02109307788011066
0.973,-0.44309866548970556
0.974,-0.38943248649755424
0.975,-0.8213707164711332
0.976,-0.37931833819275595
0.977,-0.9505751286611697
0.978,-0.6704253400336281
0.979,0.06680194426084393
0.98,0.11139510401282417
0.981,0.04028946946112295
0.982,-0.34344969818420756
0.983,-0.03941526236612802
0.984,-0.005830100354859674
